"participant","response"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"nonword"
2,"nonword"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"nonword"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"nonword"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"nonword"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
2,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"nonword"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"nonword"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"nonword"
17,"nonword"
17,"word"
17,"nonword"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"word"
17,"nonword"
17,"word"
17,"word"
17,"nonword"
17,"nonword"
17,"word"
17,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"word"
3,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"nonword"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
4,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"nonword"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
5,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"nonword"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
6,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
7,"nonword"
7,"word"
7,"word"
7,"word"
7,"word"
7,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"nonword"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
8,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"nonword"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"nonword"
9,"word"
9,"nonword"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
9,"word"
